epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,3483.46,0.43852,0.36888,0.96112,0.99496,0.91667,0.94302,0.82373,0.49624,0.52782,1.14217,0.0006734,0.0006734,0.0006734
69,3535.05,0.43242,0.36856,0.93714,0.99633,0.91667,0.9317,0.81649,0.50001,0.51792,1.14305,0.0006536,0.0006536,0.0006536
70,3586.34,0.4097,0.36059,0.93081,0.99315,0.91667,0.93147,0.84629,0.4702,0.50576,1.0926,0.0006338,0.0006338,0.0006338
71,3637.68,0.40161,0.36097,0.94579,0.99229,0.91667,0.93721,0.841,0.46953,0.48835,1.08259,0.000614,0.000614,0.000614
72,3688.36,0.44009,0.38002,0.94199,0.95061,0.91667,0.94424,0.85664,0.49539,0.50874,1.09217,0.0005942,0.0005942,0.0005942
73,3738.81,0.39901,0.34739,0.93516,0.99484,0.91667,0.95113,0.82917,0.47559,0.44917,1.07579,0.0005744,0.0005744,0.0005744
74,3789.41,0.42505,0.34697,0.93285,0.99055,0.91667,0.95173,0.83265,0.49779,0.43918,1.13745,0.0005546,0.0005546,0.0005546
75,3841.48,0.40458,0.34084,0.93401,0.95181,0.91667,0.9494,0.82244,0.45627,0.43801,1.09207,0.0005348,0.0005348,0.0005348
76,3892.96,0.39072,0.33623,0.92409,0.94755,0.91667,0.94959,0.83824,0.44188,0.54154,1.04788,0.000515,0.000515,0.000515
77,3943.7,0.38613,0.3171,0.92307,0.94674,0.91667,0.94556,0.81117,0.47168,0.57404,1.12442,0.0004952,0.0004952,0.0004952
78,3995.78,0.39755,0.31252,0.90705,0.94004,0.91667,0.94932,0.80799,0.47333,0.57411,1.12387,0.0004754,0.0004754,0.0004754
79,4047.31,0.40202,0.32563,0.92142,0.91245,0.95833,0.94891,0.82275,0.46119,0.56928,1.06677,0.0004556,0.0004556,0.0004556
80,4098.9,0.39629,0.3433,0.91791,0.99118,0.91667,0.94627,0.80376,0.4764,0.51012,1.09527,0.0004358,0.0004358,0.0004358
81,4151.55,0.40161,0.33405,0.93834,0.99291,0.91667,0.94848,0.79008,0.49179,0.56393,1.11728,0.000416,0.000416,0.000416
82,4204.7,0.38893,0.31433,0.90602,0.94412,0.91667,0.93745,0.79016,0.51052,0.69557,1.14554,0.0003962,0.0003962,0.0003962
83,4255.01,0.41775,0.34517,0.92711,0.9139,0.91667,0.92255,0.79971,0.51816,0.65446,1.17961,0.0003764,0.0003764,0.0003764
84,4305.26,0.39811,0.3242,0.93185,0.91225,0.91667,0.91215,0.82207,0.45541,0.75214,1.07764,0.0003566,0.0003566,0.0003566
85,4355.36,0.37086,0.31001,0.9188,0.9125,0.91667,0.91575,0.82599,0.43827,0.76597,1.04298,0.0003368,0.0003368,0.0003368
86,4405.85,0.38583,0.30381,0.90865,0.91508,0.91667,0.92815,0.82689,0.42354,0.73082,1.04126,0.000317,0.000317,0.000317
87,4456.07,0.38223,0.30273,0.92326,0.9155,0.91667,0.929,0.8424,0.43705,0.68092,1.03962,0.0002972,0.0002972,0.0002972
88,4507.35,0.38016,0.30383,0.91637,0.91828,0.93645,0.94172,0.83169,0.45662,0.64195,1.04379,0.0002774,0.0002774,0.0002774
89,4556.67,0.3737,0.30345,0.9243,0.9156,0.91667,0.94312,0.8415,0.43852,0.59523,1.0339,0.0002576,0.0002576,0.0002576
90,4606.77,0.35957,0.29841,0.93561,0.91387,0.95833,0.95149,0.84108,0.41569,0.51633,1.0016,0.0002378,0.0002378,0.0002378
91,4657.25,0.29974,0.29486,0.84155,0.91559,0.91667,0.94251,0.83455,0.42759,0.56727,1.01324,0.000218,0.000218,0.000218
92,4706.4,0.30775,0.28302,0.86181,0.91538,0.91667,0.92706,0.83341,0.42049,0.59298,1.01049,0.0001982,0.0001982,0.0001982
93,4754.83,0.28696,0.26463,0.85822,0.91783,0.95833,0.94288,0.84509,0.40962,0.52792,1.00408,0.0001784,0.0001784,0.0001784
94,4803.37,0.28067,0.24658,0.86283,0.91831,0.95833,0.94823,0.83955,0.4159,0.50368,1.02289,0.0001586,0.0001586,0.0001586
95,4851.68,0.28176,0.25494,0.86378,0.91838,0.95833,0.95207,0.83864,0.44979,0.51192,1.04687,0.0001388,0.0001388,0.0001388
96,4900.19,0.2786,0.24476,0.8436,0.91767,0.95833,0.95207,0.84624,0.46192,0.48649,1.0596,0.000119,0.000119,0.000119
97,4948.74,0.27398,0.23804,0.8715,0.91834,0.95833,0.9512,0.84099,0.46088,0.50397,1.06751,9.92e-05,9.92e-05,9.92e-05
98,4997.24,0.27754,0.24698,0.85982,0.91869,0.95833,0.94887,0.84375,0.44978,0.51573,1.06289,7.94e-05,7.94e-05,7.94e-05
99,5045.69,0.26356,0.22948,0.85848,0.91873,0.95833,0.94887,0.84631,0.43332,0.50589,1.04607,5.96e-05,5.96e-05,5.96e-05
100,5094.25,0.26984,0.23745,0.85994,0.91877,0.95833,0.95207,0.86177,0.42531,0.4908,1.04206,3.98e-05,3.98e-05,3.98e-05
